Grant Number,Title
RFA-OD-19-022,secondary analyses of existing datasets of tobacco use and health (r21 clinical trial not allowed)
RFA-HG-20-016,novel synthetic nucleic acid technology development (r43/r44) (clinical trial not allowed)
RFA-DE-20-001,oral health in people living with hiv and additional non-communicable diseases (r01 clinical trial not allowed)
RFA-AG-20-004,alzheimer's disease research centers (p30 clinical trial not allowed)
RFA-HL-20-024,"catalyze: product definition device prototype design and testing, diagnostic disease target identification and assay development, and research tool development (r61/r33 - clinical trial not allowed)"
RFA-HL-20-023,"catalyze: product definition for small molecules and biologics - target identification and validation, and preliminary product/lead series identification (r61/r33 clinical trials not allowed)"
RFA-CA-17-031,limited competition: a data resource for analyzing blood and marrow transplants (u24)
RFA-HD-19-014,research infrastructure for centers conducting population dynamics science fy 2019 (p2c - clinical trial not allowed)
RFA-AI-20-028,partnerships for countermeasures against select pathogens (r01 clinical trials not allowed)
RFA-HL-21-014,understanding and reducing cardiovascular disease in type 1 diabetes mellitus (r01 clinical trial optional)
RFA-AI-19-023,u.s.-south africa program for collaborative biomedical research - phase 2 (hiv/aids) (u01 clinical trial optional)
RFA-AA-21-001,improving health disparities in alcohol health services (r01 clinical trial optional)
RFA-DA-20-026,targeting inflammasomes in substance abuse and hiv (r01 clinical trial not allowed)
RFA-AI-15-056,international centers of excellence for malaria research (u19)
RFA-HL-19-008,limited competition: clinical research sites for the macs/wihs combined cohort study (macs/wihs-ccs) (u01 clinical trial not allowed)
RFA-AG-18-011,socioeconomic disparities in health and mortality at older ages (r01)
RFA-DA-18-019,"nida avant-garde award program for hiv/aids and drug use research (dp1, clinical trial optional)"
RFA-AI-17-040,cooperative centers on human immunology (u19 clinical trial optional)
RFA-CA-20-051,social and behavioral intervention research to address modifiable risk factors for cancer in rural populations (r01 clinical trial required)
RFA-MD-18-004,prevention and treatment research to address hiv/aids disparities in women in the us (r01 clinical trial optional )
RFA-ES-19-011,mechanism for time-sensitive research opportunities in environmental health sciences (r21 clinical trial not allowed)
RFA-MD-20-001,limited competition: specialized centers of excellence on environmental health disparities research [p50 clinical trial optional]
RFA-HD-21-017,child health research career development award (chrcda) program [k12 clinical trials not allowed]
RFA-CA-20-035,improving smoking cessation interventions among people living with hiv (r01 clinical trial optional)
RFA-DE-18-004,neoantigen-based therapeutic targeting of head and neck cancers (r01)
RFA-HD-18-008,national centers for translational research in reproduction and infertility (p50)
RFA-DK-19-002,nutrition obesity research centers (norcs) (p30 clinical trial optional)
RFA-AG-20-013,geroscience approaches to alzheimer's disease (r01 clinical trial not allowed)
RFA-HD-17-008,autism centers of excellence: networks (r01)
RFA-MH-21-160,social drivers of mental illnesses in low- & middle-income countries: mechanisms and pathways of interventions for youth (r01 clinical trial optional)
RFA-CA-21-002,"cellular cancer biology imaging research (ccbir) program (u54, clinical trial not allowed)"
RFA-AI-20-076,new technologies for the in vivo delivery of gene therapeutics for an hiv cure (r01 clinical trial not allowed)
RFA-DK-19-004,silvio o. conte digestive diseases research core centers (p30 clinical trial optional)
RFA-AI-19-015,atopic dermatitis research network -clinical research centers (u01 clinical trial optional)
RFA-AI-20-016,"harnessing natural killer (nk) cells to prevent, control, or eradicate hiv (r01 clinical trial not allowed)"
RFA-AI-18-004,genomic centers for infectious diseases (u19 clinical trial not allowed)
RFA-DA-21-001,reducing stigma related to drug use in human service settings (r34 clinical trial required)
RFA-NS-18-030,brain initiative: targeted brain circuits projects- targetedbcp (r01 clinical trial not allowed)
RFA-HL-19-017,"nhlbi sbir phase iib bridge awards to accelerate the commercialization of technologies for heart, lung, blood, and sleep disorders and diseases (r44 clinical trial optional)"
RFA-CA-19-035,optimizing the management and outcomes for cancer survivors transitioning to follow-up care (r01 clinical trial required)
RFA-DA-20-015,development of clinical outcome assessments for clinical trials in substance use disorders as fda-qualified drug development tools (u01 clinical trial optional)
RFA-EB-17-002,brain initiative: development of next generation human brain imaging tools and technologies (u01)
RFA-HD-21-010,population dynamics centers research infrastructure program fy 2021 (p2c clinical trial not allowed
RFA-DK-17-001,silvio o. conte digestive diseases research core centers (p30)
RFA-ES-21-002,application of artificial intelligence and machine learning for advancing environmental health sciences (r43 clinical trial not allowed)
RFA-CA-21-001,small business transition grant for early career scientists (r42 clinical trial not allowed)
RFA-HS-21-001,intuit-pc: improving nonsurgical treatment of urinary incontinence among women in primary care: dissemination and implementation of pcor evidence (u18)
RFA-DA-18-011,limited competition cohort studies of hiv/aids and substance abuse (u01)
RFA-NS-18-005,brain initiative: research resource grants for technology integration and dissemination (u24) - clinical trial not allowed
RFA-AI-16-085,development of multipurpose prevention technologies: a strategy for the prevention of sexually transmitted infections (stis) (r61/r33)
RFA-AG-19-001,alzheimer's disease research centers (p30 clinical trial not allowed)
RFA-CA-18-013,investigation of the transmission of kaposi sarcoma-associated herpesvirus (kshv) (r01 clinical trial optional)
RFA-AI-19-036,advancing biomarker discovery and novel point-of-care diagnostics for active tb disease detection in hiv-1 infected and exposed children (r01 clinical trial optional)
RFA-ES-21-003,application of artificial intelligence and machine learning for advancing environmental health sciences (r41 clinical trial not allowed)
RFA-CA-20-004,research answers to national cancer institute's (nci) provocative questions (r01 clinical trial optional)
RFA-GM-20-001,"training modules to enhance the rigor, reproducibility and responsible conduct of biomedical data science research (r25 - clinical trial not allowed)"
RFA-HD-21-029,limited competition: clinical centers for completion of ongoing mfmu network protocols (ug1 clinical trial optional)
RFA-AI-19-067,"digital, limited interaction trials and epidemiology (d-lite): targeting hiv incidence in the united states (u01 clinical trial required)"
RFA-RM-21-002,"nutrition for precision health, powered by the all of us research program: metabolomics and clinical assays center (u24 clinical trial not allowed)"
RFA-NS-19-039,mechanistic basis of diffuse white matter disease in vascular contributions to cognitive impairment and dementia (vcid)(r01 clinical trial not allowed)
RFA-DK-17-028,treating diabetes distress to improve glycemic outcomes in type 1 diabetes (r01 clinical trial required)
RFA-AT-21-001,exploring the mechanisms underlying modulation of glymphatic-lymphatic systems by complementary and integrative health approaches (r01 clinical trial optional)
RFA-RM-18-014,large animal testing centers for evaluation of somatic cell genome editing tools (u42 - clinical trial not allowed)
RFA-AA-16-002,limited competition: consortia for hiv/aids and alcohol-related research trials (chaart) administrative resource core (u24)
RFA-AA-19-004,specialized alcohol research centers (p50 clinical trial optional)
RFA-AG-19-030,limited competition: renewal of the aging interventions testing program (u01 clinical trial not allowed)
RFA-AI-17-017,partnerships for the development of vaccines and immunoprophylactics targeting multiple antimicrobial-resistant bacteria (r01)
RFA-AG-21-002,mechanisms of rejuvenation and age-acceleration in heterochronic blood exchange (r01 clinical trial not allowed)
RFA-MH-20-525,nimh biobehavioral research awards for innovative new scientists (nimh brains) (r01 clinical trial optional)
RFA-HD-21-028,limited competition: data coordinating center (dcc) for completion of ongoing mfmu network protocols (u24 clinical trial optional)
RFA-HD-21-023,nichd program project grants for hiv research (p01 clinical trial optional)
RFA-HD-18-102,advancing the science of multipurpose technology for the prevention of hiv and unintended pregnancy (r43/r44)
RFA-AI-18-058,genetic engineering technologies for hiv cure research (u19 clinical trial optional)
RFA-ES-18-003,environmental health sciences core centers (ehscc) (p30 clinical trial optional)
RFA-LM-20-001,regional medical libraries for the network of the national library of medicine (ug4) (clinical trial not allowed)
RFA-HG-18-002,novel nucleic acid sequencing technology development (r21 clinical trial not allowed)
RFA-MD-20-006,research centers in minority institutions (rcmi) (u54 clinical trials optional)
RFA-LM-20-002,network of the national library of medicine evaluation center (u24) (clinical trial not allowed)
RFA-AI-19-017,development of sample sparing assays for monitoring immune responses (u24 clinical trial not allowed)
